conference,year,session name,paper title,DOI,author list,abstract
UIST,2024,2. Break Q&A: Poses as Input,TeleHand: Hand-only Teleportation for Distant Object Pointing in Virtual Reality,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=TeleHand%3A+Hand-only+Teleportation+for+Distant+Object+Pointing+in+Virtual+Reality,"Karin Ohara, Tsubasa Saito, Takashi Ijiri","The goal of this study is to present an easy-to-use and accurate pointing technique for distant objects in a virtual reality environment. For this purpose, we propose TeleHand pointing, in which the user first teleports only their hand near a target and points at the target using the ray cast from the teleported hand. To evaluate the usability of our method, we performed a user study in which participants repeated selection tasks for distant targets. As a result, we found that, although the proposed method slightly increases the task completion time, it significantly reduces pointing errors for distant targets compared to the traditional ray-based method."
UIST,2024,2. Break Q&A: Movement-based UIs,Efficient Optimal Mouse Sensor Position Estimation using Simulated Cursor Trajectories,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Efficient+Optimal+Mouse+Sensor+Position+Estimation+using+Simulated+Cursor+Trajectories,"Minhyeok Baek, Sunjun Kim","The optimal sensor position on a computer mouse can improve pointing performance, but existing calibration methods require time-consuming repetitions of pointing tasks. In this paper, we propose a novel calibration approach that dramatically reduces the time and effort required to determine a user's optimal mouse sensor position. Our method simulates cursor trajectories for different sensor positions using a dual-sensor mouse, eliminating the need for repetitive measurements with multiple sensor placements. By analyzing the straightness of the simulated paths, quantified by the mean absolute error (MAE) relative to an ideal straight-line path, we estimate the sensor position that would yield the most efficient pointing motion for the user. Our preliminary results indicate that the proposed simulation-based calibration method could reduce the calibration time from an hour to just five minutes, while providing a better identification of the optimal mouse sensor positions."
UIST,2024,Demos,MyWebstrates: Webstrates as Local-first Software,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=MyWebstrates%3A+Webstrates+as+Local-first+Software,"Clemens Nylandsted Klokmose, James R. Eagan, Peter van Hardenberg","Webstrates are web substrates, a practical realization of shareable dynamic media under which distributability, shareability, and malleability are fundamental software principles. Webstrates blur the distinction between application and document in a way that enables users to share, repurpose, and refit software across a variety of domains, but its reliance on a central server constrains its use; it is at odds with personal and collective control of data; and limits applications to the web. We extend the fundamental principles to include \emph{interoperability} and \emph{sovereignty} over data and propose MyWebstrates, an implementation of Webstrates on top of a new, lower-level substrate for synchronization built around local-first software principles. MyWebstrates registers itself in the user’s browser and function as a piece of local software that can selectively synchronise data over sync servers or peer-to-peer connections. We show how MyWebstrates extends Webstrates to enable offline collaborative use, interoperate between Webstrates on non-web technologies such as Unity, and maintain personal and collective sovereignty over data. We demonstrate how this enables new types of applications of Webstrates and discuss limitations of this approach and new challenges that it reveals."
UIST,2024,2. Break Q&A: Future of Typing,Can Capacitive Touch Images Enhance Mobile Keyboard Decoding?,doi.org/10.1145/3654777.3676420,"Piyawat Lertvittayakumjorn, Shanqing Cai, Billy Dou, Cedric Ho, Shumin Zhai","Capacitive touch sensors capture the two-dimensional spatial profile (referred to as a touch heatmap) of a finger's contact with a mobile touchscreen. However, the research and design of touchscreen mobile keyboards -- one of the most speed and accuracy demanding touch interfaces -- has focused on the location of the touch centroid derived from the touch image heatmap as the input, discarding the rest of the raw spatial signals. In this paper, we investigate whether touch heatmaps can be leveraged to further improve the tap decoding accuracy for mobile touchscreen keyboards. Specifically, we developed and evaluated machine-learning models that interpret user taps by using the centroids and/or the heatmaps as their input and studied the contribution of the heatmaps to model performance. The results show that adding the heatmap into the input feature set led to 21.4% relative reduction of character error rates on average, compared to using the centroid alone. Furthermore, we conducted a live user study with the centroid-based and heatmap-based decoders built into Pixel 6 Pro devices and observed lower error rate, faster typing speed, and higher self-reported satisfaction score based on the heatmap-based decoder than the centroid-based decoder. These findings underline the promise of utilizing touch heatmaps for improving typing experience in mobile keyboards."
UIST,2024,Workshop - Democratizing Intelligent Soft Wearables,Democratizing Intelligent Soft Wearables,doi.org/10.1145/3672539.3686707,"Cedric Honnet, Tianhong Catherine Yu, Irmandy Wicaksono, Tingyu Cheng, Andreea Danielescu, Cheng Zhang, Stefanie Mueller, Joe Paradiso, Yiyue Luo","Wearables have long been integral to human culture and daily life. Recent advances in intelligent soft wearables have dramatically transformed how we interact with the world, enhancing our health, productivity, and overall well-being. These innovations, combining advanced sensor design, fabrication, and computational power, offer unprecedented opportunities for monitoring, assistance, and augmentation. However, the benefits of these advancements are not yet universally accessible. Economic and technical barriers often limit the reach of these technologies to domain-specific experts. There is a growing need for democratizing intelligent wearables that are scalable, seamlessly integrated, customized, and adaptive. By bringing researchers from relevant disciplines together, this workshop aims to identify the challenges and investigate opportunities for democratizing intelligent soft wearables within the HCI community via interactive demos, invited keynotes, and focused panel discussions."
UIST,2024,1. Break Q&A: Beyond mobile,LOST STAR: An Interactive Stereoscopic Picture Book Installation for Children's Bedtime Rituals,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=LOST+STAR%3A+An+Interactive+Stereoscopic+Picture+Book+Installation+for+Children%27s+Bedtime+Rituals,"Jiayi Lu, Xinxin Qiu, Zihan Gao","Sleep disorders in early childhood hinder development and disrupt daily functions, but effective bedtime rituals can help. However, the integration of tangible and virtual interactions in sleep-related design projects remains unexplored. This paper investigates how pop-up books and multimedia can create a playful and accessible way for children to engage in bedtime activities. We present the design of Lost Star, a sonic and tactile Tangible User Interface (TUI) designed to enhance the quality of bedtime rituals for children with sleep problems. Additionally, we explore Joint Media Engagement (JME) to foster meaningful interactions between parents and children, enhancing bedtime routines and improving sleep outcomes."
UIST,2024,2. Break Q&A: Hot Interfaces,Hydroptical Thermal Feedback: Spatial Thermal Feedback Using Visible Lights and Water,doi.org/10.1145/3654777.3676453,"Sosuke Ichihashi, Masahiko Inami, Hsin-Ni Ho, Noura Howell","We control the temperature of materials in everyday interactions, recognizing temperature's important influence on our bodies, minds, and experiences. However, thermal feedback is an under-explored modality in human-computer interaction partly due to its limited temporal (slow) and spatial (small-area and non-moving) capabilities. We introduce hydroptical thermal feedback, a spatial thermal feedback method that works by applying visible lights on body parts in water. Through physical measurements and psychophysical experiments, our results show: (1) Humans perceive thermal sensations when visible lights are cast on the skin under water, and perceived warmth is greater for lights with shorter wavelengths, (2) temporal capabilities, (3) apparent motion (spatial) of warmth and coolness sensations, and (4) hydroptical thermal feedback can support the perceptual illusion that the water itself is warmer. We propose applications, including virtual reality (VR), shared water experiences, and therapies. Overall, this paper contributes hydroptical thermal feedback as a novel method, empirical results demonstrating its unique capabilities, proposed applications, and design recommendations for using hydroptical thermal feedback. Our method introduces controlled, spatial thermal perceptions to water experiences."
UIST,2024,Demos,Fiery Hands: Designing Thermal Glove through Thermal and Tactile Integration for Virtual Object Manipulation,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Fiery+Hands%3A+Designing+Thermal+Glove+through+Thermal+and+Tactile+Integration+for+Virtual+Object+Manipulation,"Haokun Wang, Yatharth Singhal, Hyunjae Gil, Jin Ryong Kim","We present a novel approach to render thermal and tactile feedback to the palm and fingertips through thermal and tactile integration. Our approach minimizes the obstruction of the palm and inner side of the fingers and enables virtual object manipulation while providing localized and global thermal feedback. By leveraging thermal actuators positioned strategically on the outer palm and back of the fingers in interplay with tactile actuators, our approach exploits thermal referral and tactile masking phenomena. Through a series of user studies, we validate the perception of localized thermal sensations across the palm and fingers, showcasing the ability to generate diverse thermal patterns. Furthermore, we demonstrate the efficacy of our approach in VR applications,  replicating diverse thermal interactions with virtual objects. This work represents significant progress in thermal interactions within VR, offering enhanced sensory immersion at an optimal energy cost."
UIST,2024,2. Break Q&A: Next Gen Input,PointerVol: A Laser Pointer for Swept Volumetric Displays,doi.org/10.1145/3654777.3676432,"Unai Javier Fernández, Iosune Sarasate Azcona, Iñigo Ezcurdia, Manuel Lopez-Amo, Ivan Fernández, Asier Marzo","A laser pointer is a commonly used device that does not require communication with the display system or modifications on the applications, the presenter can just take a pointer and start using it. When a laser pointer is used on a volumetric display, a line rather than a point appears, making it not suitable for pointing at 3D locations. PointerVol is a modified laser pointer that allows users to point to 3D positions inside a swept volumetric display. We propose two PointerVol implementations based on timing and distance measurements, we evaluate the pointing performance using them. Finally, we present other features such as multi-user pointing, line patterns and a multi-finger wearable. PointerVol is a simple device that can help to popularize volumetric displays, or at least to make them more usable for presentations with true-3D content."
UIST,2024,3. Break Q&A: AI as Copilot,VizGroup: An AI-assisted Event-driven System for Collaborative Programming Learning Analytics,doi.org/10.1145/3654777.3676347,"Xiaohang Tang, Sam Wong, Kevin Pu, Xi Chen, Yalong Yang, Yan Chen","Programming instructors often conduct collaborative learning activities, like Peer Instruction, to foster a deeper understanding in students and enhance their engagement with learning. These activities, however, may not always yield productive outcomes due to the diversity of student mental models and their ineffective collaboration. In this work, we introduce VizGroup, an AI-assisted system that enables programming instructors to easily oversee students' real-time collaborative learning behaviors during large programming courses. VizGroup leverages Large Language Models (LLMs) to recommend event specifications for instructors so that they can simultaneously track and receive alerts about key correlation patterns between various collaboration metrics and ongoing coding tasks. We evaluated VizGroup with 12 instructors in a comparison study using a dataset collected from a Peer Instruction activity that was conducted in a large programming lecture.  The results showed that VizGroup helped instructors effectively overview, narrow down, and track nuances throughout students' behaviors."
