conference,year,session name,paper title,DOI,author list,abstract
IUI,2024,AI in Peer Review and Decision Making,Enhancing AI-Assisted Group Decision Making through LLM-Powered Devil's Advocate,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Enhancing+AI-Assisted+Group+Decision+Making+through+LLM-Powered+Devil%27s+Advocate,"Chun-Wei Chiang, Zhuoran Lu, Zhuoyan Li, Ming Yin","Group decision making plays a crucial role in our complex and interconnected world. The rise of AI technologies has the potential to provide data-driven insights to facilitate group decision making, although it is found that groups do not always utilize AI assistance appropriately. In this paper, we aim to examine whether and how the introduction of a devil's advocate in the AI-assisted group decision making processes could help groups better utilize AI assistance and change the perceptions of group processes during decision making. Inspired by the exceptional conversational capabilities exhibited by modern large language models (LLMs), we design four different styles of devil's advocate powered by LLMs, varying their interactivity (i.e., interactive vs. non-interactive) and their target of objection (i.e., challenge the AI recommendation or the majority opinion within the group). Through a randomized human-subject experiment, we find evidence suggesting that LLM-powered devil's advocates that argue against the AI model's decision recommendation have the potential to promote groups' appropriate reliance on AI. Meanwhile, the introduction of LLM-powered devil's advocate usually does not lead to substantial increases in people's perceived workload for completing the group decision making tasks, while interactive LLM-powered devil's advocates are perceived as more collaborating and of higher quality. We conclude by discussing the practical implications of our findings."
IUI,2024,Generative AI: Theory and Applications,Appropriate Incongruity Driven Human-AI Collaborative Tool to Assist Novices in Humorous Content Generation,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Appropriate+Incongruity+Driven+Human-AI+Collaborative+Tool+to+Assist+Novices+in+Humorous+Content+Generation,"Hasindu Kariyawasam, Amashi Niwarthana, Alister Palmer, Judy Kay, Anusha Withana","Creating humorous content has been shown to improve an individual's emotional well-being by decreasing stress, overcoming anxiety, and enhancing interpersonal relationships. However, it is common knowledge that a good sense of humor is not common. In this paper, we propose a natural language processing (NLP) driven collaborative tool based on appropriate incongruity theory to assist novices in writing humorous content. We use cartoon-caption writing as the use case since it is a popular method where people engage in creating humorous content. The paper describes the design of our co-authoring tool and findings from a two-part user study where (1) 20 participants used our tool to co-author cartoon captions and (2) 66 participants evaluated those captions. Our findings show that the tool helped participants to identify incongruous visual elements in the cartoon, support ideation, and expand the narrative, resulting in co-authored captions frequently rated funnier than those written without the tool. This approach can be appropriated to other humor generation applications including creative writing, creating memes, sketch comedy, and advertising."
IUI,2024,AI in Peer Review and Decision Making,ReviewFlow: Intelligent Scaffolding to Support Academic Peer Reviewing,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=ReviewFlow%3A+Intelligent+Scaffolding+to+Support+Academic+Peer+Reviewing,"Lu Sun, Aaron Chan, Yun seo Chang, Steven P. Dow","Peer review is a cornerstone of science. Research communities conduct peer reviews to assess contributions and to improve the overall quality of science work. Every year, new community members are recruited as peer reviewers for the first time.  How could technology help novices adhere to their community's practices and standards for peer reviewing? To better understand peer review practices and challenges, we conducted a formative study with 10 novices and 10 experts. We found that many experts adopt a workflow of annotating, note-taking, and synthesizing notes into well-justified reviews that align with community standards. Novices lack timely guidance on how to read and assess submissions and how to structure paper reviews. To support the peer review process, we developed ReviewFlow -- an AI-driven workflow that scaffolds novices with contextual reflections to critique and annotate submissions, in-situ knowledge support to assess novelty, and notes-to-outline synthesis to help align peer reviews with community expectations. In a within-subjects experiment, 16 inexperienced reviewers wrote reviews using ReviewFlow and a baseline environment with minimal guidance. Participants produced more comprehensive reviews using ReviewFlow than the baseline, calling out more pros and cons, but they still struggled to provide actionable suggestions to address the weaknesses. While participants appreciated the streamlined process support from ReviewFlow, they also expressed concerns about using AI as part of the scientific review process. We discuss the implications of using AI to scaffold peer review process on scientific work and beyond."
IUI,2024,AI for Health,Personalizing an AR-based Communication System for Nonspeaking Autistic Users,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Personalizing+an+AR-based+Communication+System+for+Nonspeaking+Autistic+Users,"Ahmadreza Nazari, Lorans Alabood, Kaylyn B Feeley, Vikram K. Jaswal, Diwakar Krishnamurthy","Nonspeaking autistic individuals (""nonspeakers"") represent about one-third of the autistic population, and most are never provided with an effective alternative to speech, hindering their educational, employment, and social opportunities. Some individuals have learned to spell words and sentences by pointing to letters on a physical letterboard held vertically in their field of view by a trained human assistant. While this method is effective, nonspeakers have expressed to us a desire to transition towards a more independent communication method that relies less on a human assistant, which would provide them with more autonomy and privacy. Augmented Reality (AR) based communication systems have the potential to address this objective. For example, an AR-based communication system can lessen the reliance on a human assistant by employing a virtual letterboard that is automatically and adaptively placed in a personalized manner that considers a given user's unique motor skills and movement patterns. In this paper, we explore the use of Behavioural Cloning (BC) to derive such a personalized placement policy. Specifically, we observe finger, palm, head, and physical letterboard poses during real-life interactions between a nonspeaker and their assistant. These observations are then used to train a BC Machine Learning (ML) model that can adapt the placement of a virtual letterboard for that user within an AR environment. Results show that our approach can accurately replicate the actions of the human assistant of any given user, outperforming a non-ML baseline personalized placement policy in both positional and rotational accuracies. This work represents a foundational step toward enabling more autonomous and private communications for nonspeakers, thereby opening up new opportunities for them."
IUI,2024,Information visualization and Visual Analytics,Assessing User Trust in Active Learning Systems: Insights from Query Policy and Uncertainty Visualization,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Assessing+User+Trust+in+Active+Learning+Systems%3A+Insights+from+Query+Policy+and+Uncertainty+Visualization,"Ian Thomas, Song Young Oh, Danielle Albers Szafir","Active learning systems have become increasingly popular for various applications in machine learning (ML), including medical imaging, environmental monitoring, and geospatial analysis. These systems rely on inputs dynamically queried from people to enhance classification. Ensuring appropriate analyst trust in these systems remains a significant obstacle, as analysts may over-rely or under-rely on the system. Common active learning (AL) strategies enhance classification models by asking an analyst to provide labels for data points with the highest degree of uncertainty. However, model-centric policies do not consider potential priming effects on the analyst and how they will affect people's trust in the system post-training. In this paper, we present an empirical study assessing how AL query policies and visualizations that enhance transparency in a classifier’s certainty influence trust in automated image classifiers. We found that query policy may significantly influence an analyst’s perception of the system’s capabilities, while the level of visual transparency into classifier certainty may influence an analyst’s ability to perform the classification task. Our study informs the design of interactive labeling systems to help mitigate the effects of over-reliance. "
IUI,2024,"AI Tools, User Interfaces and Interaction",MathAssist: A Handwritten Mathematical Expression Autocomplete Technique,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=MathAssist%3A+A+Handwritten+Mathematical+Expression+Autocomplete+Technique,"Wenhui Kang, Jin Huang, Qingshan Tong, Qiang Fu, Feng Tian, Guozhong Dai","Writing and editing mathematical expressions with complicated structures in computer system is difficult and time-consuming. To address this, we proposed MathAssist, a mathematical expression autocomplete technique that recommends full formulas in real-time based on the user's input strokes. Our technique identifies user's input purpose by matching the structure of the current user input to the structure of formulas in a database. To facilitate such process, we propose a novel tree-based formalization to represent formula. In comparison to a mathematical expression recognition algorithm (SRD) and a commercial MicroSoft Ink Equation (InkEqu), our approach outperformed both of them on task completion time (reduced by 37.14% and 37.58%) and accuracy (32.78% and 10.55% higher). We also discuss our findings in using autocomplete to assist formula editing."
IUI,2024,Multimodal Models and Interaction,SynthScribe: Deep Multimodal Tools for Synthesizer Sound Retrieval and Exploration,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=SynthScribe%3A+Deep+Multimodal+Tools+for+Synthesizer+Sound+Retrieval+and+Exploration,"Stephen Brade, Bryan Wang, Mauricio Sousa, Gregory Lee Newsome, Sageev Oore, Tovi Grossman","    Synthesizers are powerful tools that allow musicians to create dynamic and original sounds. Existing commercial interfaces for synthesizers typically require musicians to interact with complex low-level parameters or to manage large libraries of premade sounds. To address these challenges, we implement SynthScribe --- a fullstack system that uses multimodal deep learning to let users express their intentions at a much higher level. We implement features which address a number of difficulties, namely 1) searching through existing sounds, 2) creating completely new sounds, 3) making small but meaningful modifications to a given sound. This is achieved with three main features: a multimodal search engine for a large library of synthesizer sounds; a user centered genetic algorithm by which completely new sounds can be created and selected given the users preferences; a sound editing support feature which highlights and gives examples for key control parameters with respect to a text or audio based query.  The results of our user studies show SynthScribe is capable of reliably retrieving and modifying sounds while also affording the ability to create completely new sounds that expand a musicians creative horizon. "
IUI,2024,"AI Tools, User Interfaces and Interaction",SpaceEditing: A Latent Space Editing Interface for Integrating Human Knowledge into Deep Neural Networks,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=SpaceEditing%3A+A+Latent+Space+Editing+Interface+for+Integrating+Human+Knowledge+into+Deep+Neural+Networks,"Jiafu Wei, Ding Xia, Haoran Xie, Chia-Ming Chang, Chuntao Li, Xi Yang","Human-centered AI aims to bridge the gap between machine decision-making and human understanding. However, even for classification tasks where deep neural networks have achieved superb performance, there are currently few methods that link humans and AI well, especially on domain-specific tasks. In this paper, we propose SpaceEditing, a 2D spatial layout tool that enables human users to interact with the latent space of deep neural networks. During the interaction process, the tool's algorithm automatically processes user movements and feedback into the network to learn from user-modified information. We evaluate SpaceEditing with three case studies: (1) an archaeology researcher uses a bronze dataset; (2) a deep learning researcher uses a garbage classification dataset; (3) six deep learning beginners use a head pose dataset. The experimental results demonstrate the effectiveness of our tool in integrating human knowledge and improving network performance."
IUI,2024,Applications of Language Models,Empirical Evidence on Conversational Control of GUI in Semantic Automation,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Empirical+Evidence+on+Conversational+Control+of+GUI+in+Semantic+Automation,"Daniel Karl I. Weidele, Mauro Martino, Abel N. Valente, Gaetano Rossiello, Hendrik Strobelt, Loraine Franke, Kathryn Alvero, Shayenna Misko, Robin Auer, Sugato Bagchi, Nandana Mihindukulasooriya, Md Faisal Mahbub Chowdhury, Gregory Bramble, Horst Samulowitz, Alfio Gliozzo, Lisa Amini","This research explores integration of a Large Language Model (LLM) fine-tuned to conversationally control the user interface (UI) for a Semantic Automation Layer (SAL). We condense SAL capabilities from prior work and prioritize with business analysts and data engineers via a Kano model, before implementing a prototypical UI.  We augment the UI with our conversational engine and propose In-situ Prompt Engineering and learn from Human Feedback to smoothen the interaction and manipulation of UI through natural language commands. To evaluate the efficacy and usability of conversational control in various use-case scenarios, we conduct and report on an empirical interaction design user study. Our findings provide evidence supporting enhanced user engagement and satisfaction. We also observe significant increase of trust in AI after working with our conversational UI. This work generates areas for further refinement and research towards more intelligent, highly-integrated conversational UIs even beyond our application within Semantic Automation. We discuss our findings and point out next steps paving the way for future research and development in creating more intuitive and adaptive user interfaces."
IUI,2024,AI in Data Annotation and Analysis,PDFChatAnnotator: A Human-LLM Collaborative Multi-Modal Data Annotation Tool for PDF-Format Catalogs,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=PDFChatAnnotator%3A+A+Human-LLM+Collaborative+Multi-Modal+Data+Annotation+Tool+for+PDF-Format+Catalogs,"Yi Tang, Chia-Ming Chang, Xi Yang","The document contains substantial unannotated data, necessitating extensive manual labeling efforts. To address this issue, we introduce PDFChatAnnotator, a human-LLM collaborative tool to collect multi-modal data from PDF catalogs. Initially, PDFChatAnnotator automatically employs our proposed multi-modal binding rules to link related data from different modalities and harnesses the information extraction capabilities of large language models (LLMs) to extract specific information from text descriptions. Furthermore, the tool empowers users to guide and refine the LLM's annotations. During the annotation process, users can influence the LLM through multiple rounds of communication and example establishment via the provided interfaces. To assess the effectiveness of PDFChatAnnotator's techniques, we conducted a technical evaluation using three catalogs with typical layouts as experimental data. The results showed that all accuracy rates for multi-modal binding exceeded 90%, and both the proposed ""example establishment"" and ""interactive adjustment of requirements"" contributed to enhanced accuracy rates. "
